Day	Susceptible	Exposed	Current Detected Mild Infections	Current Undetected Mild Infections	Current Hospitalizations	Current ICU patients	ventilators	Recovered	Deaths	new infections today	total number of infections 	Confirmed total number of infections 	
0	8.39842e+006	320	0	0	0	0	0	0	0	0	320	0	
1	8.39835e+006	384	0	0	0	0	0	0	0	64	384	0	
2	8.39829e+006	448	0	0	0	0	0	0	0	64	448	0	
3	8.39815e+006	589	0	0	0	0	0	0	0	141	589	0	
4	8.39801e+006	410	244	76	0	0	0	0	0	141	730	244	
5	8.39786e+006	496	292	92	0	0	0	0	0	150	880	292	
6	8.39768e+006	612	340	108	0	0	0	0	0	181	1060	340	
7	8.39747e+006	677	446	143	0	0	0	0	0	206	1266	446	
8	8.39723e+006	779	551	179	0	0	0	0	0	242	1509	551	
9	8.39695e+006	910	664	216	0	0	0	0	0	281	1790	664	
10	8.39662e+006	1055	556	184	55	0	0	265	0	325	2115	809	
11	8.39631e+006	1156	666	216	69	0	0	315	0	308	2423	970	
12	8.39595e+006	1280	804	256	82	0	0	366	0	365	2788	1157	
13	8.39552e+006	1429	906	295	110	0	0	479	0	430	3219	1370	
14	8.39508e+006	1539	1055	330	137	0	0	592	0	435	3654	1630	
15	8.3946e+006	1717	1176	368	168	0	0	712	0	486	4140	1872	
16	8.39405e+006	1901	1312	416	147	26	20	887	0	550	4690	2150	
17	8.39344e+006	2076	1476	476	179	30	22	1057	0	605	5294	2484	
18	8.39278e+006	2300	1611	534	215	34	23	1260	0	659	5953	2814	
19	8.39204e+006	2555	1771	579	241	41	27	1509	0	742	6695	3194	
20	8.39129e+006	2752	1928	646	280	50	32	1784	0	747	7442	3618	
21	8.39047e+006	2968	2150	721	308	60	36	2055	0	820	8262	4091	
22	8.38956e+006	3223	2375	790	348	69	40	2371	0	914	9176	4617	
23	8.38855e+006	3489	2614	862	388	81	45	2750	0	1008	10184	5204	
24	8.38747e+006	3827	2852	936	419	96	53	3139	0	1086	11269	5784	
25	8.38629e+006	4180	3104	1018	460	112	62	3568	0	1173	12443	6427	
